%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
18448000000,158,18448000000,world,1.0,-0.5,4.9,-0.706515363251,-0.0289461239714,-0.0289460176465,0.70651276808
18544000000,159,18544000000,world,1.0,-0.5,4.9,-0.707104304285,-0.00231072817847,-0.0023107196907,0.70710170695
18656000000,160,18656000000,world,1.0,-0.5,4.9,-0.706522744797,0.0287653904315,0.0287652847705,0.706520149599
18752000000,161,18752000000,world,1.0,-0.5,4.9,-0.704937653828,0.0553601013193,0.0553598979707,0.704935064452
18848000000,162,18848000000,world,1.0,-0.5,4.9,-0.702852172646,0.0774639271482,0.0774636426078,0.702849590931
18928000000,163,18944000000,world,1.0,-0.5,4.9,-0.698769002573,0.108276117616,0.108275719897,0.698766435856
19056000000,164,19056000000,world,1.0,-0.5,4.9,-0.693335727199,0.138879105673,0.138878595543,0.693333180439
19152000000,165,19152000000,world,1.0,-0.5,4.9,-0.687611947667,0.164898896381,0.164898290674,0.687609421932
19248000000,166,19248000000,world,1.0,-0.5,4.9,-0.680912049957,0.19068460039,0.190683899968,0.680909548832
19344000000,167,19344000000,world,1.0,-0.5,4.9,-0.673245545089,0.216199612906,0.216198818762,0.673243072124
19456000000,168,19456000000,world,1.0,-0.5,4.9,-0.663094200259,0.245576705299,0.245575803247,0.663091764582
19552000000,169,19552000000,world,1.0,-0.5,4.9,-0.65337252435,0.270381547127,0.270380553962,0.653370124383
19648000000,170,19648000000,world,1.0,-0.5,4.9,-0.642723335764,0.2948025615,0.294801478632,0.642720974913
19744000000,171,19744000000,world,1.0,-0.5,4.9,-0.631161751844,0.318805080907,0.318803909872,0.631159433462
19856000000,172,19856000000,world,1.0,-0.5,4.9,-0.616542037954,0.346233666818,0.346232395033,0.616539773273
19952000000,173,19952000000,world,1.0,-0.5,4.9,-0.603061597168,0.369213416094,0.3692120599,0.603059382003
20048000000,174,20048000000,world,1.0,-0.5,4.9,-0.588725063945,0.391669038457,0.391667599779,0.588722901441
20144000000,175,20144000000,world,1.0,-0.5,4.9,-0.576138640379,0.409958660921,0.409957155062,0.576136524108
20256000000,176,20256000000,world,1.0,-0.5,4.9,-0.554824319436,0.438374053937,0.438372443702,0.554822281456
20352000000,177,20352000000,world,1.0,-0.5,4.9,-0.537916702488,0.458963460187,0.458961774323,0.537914726614
20448000000,178,20448000000,world,1.0,-0.5,4.9,-0.520245471304,0.478901332416,0.478899573316,0.52024356034
20544000000,179,20544000000,world,1.0,-0.5,4.9,-0.501835711559,0.498159367277,0.498157537439,0.501833868217
20656000000,180,20656000000,world,1.0,-0.5,4.9,-0.479459162647,0.519731419059,0.519729509982,0.479457401498
20752000000,181,20752000000,world,1.0,-0.5,4.9,-0.459540259127,0.537424028905,0.53742205484,0.459538571144
20848000000,182,20848000000,world,1.0,-0.5,4.9,-0.438969002776,0.554353723902,0.554351687651,0.438967390356
20944000000,183,20944000000,world,1.0,-0.5,4.9,-0.417774596078,0.570496471045,0.570494375498,0.417773061509
21056000000,184,21056000000,world,1.0,-0.5,4.9,-0.392300382008,0.588304552829,0.588302391869,0.392298941011
21152000000,185,21152000000,world,1.0,-0.5,4.9,-0.369860152426,0.60266516761,0.602662953901,0.369858793856
21248000000,186,21248000000,world,1.0,-0.5,4.9,-0.346894877839,0.616170252716,0.6161679894,0.346893603625
21344000000,187,21344000000,world,1.0,-0.5,4.9,-0.323437159224,0.628800636637,0.628798326928,0.323435971176
21456000000,188,21456000000,world,1.0,-0.5,4.9,-0.299520296623,0.64053838957,0.640536036746,0.299519196426
21552000000,189,21552000000,world,1.0,-0.5,4.9,-0.275178241866,0.651366848869,0.65136445627,0.275177231082
21648000000,190,21648000000,world,1.0,-0.5,4.9,-0.246287914188,0.662830370402,0.662827935695,0.246287009524
21744000000,191,21744000000,world,1.0,-0.5,4.9,-0.225357332118,0.670235711868,0.670233249959,0.225356504335
21856000000,192,21856000000,world,1.0,-0.5,4.9,-0.191414955391,0.680707096669,0.680704596297,0.191414252286
21952000000,193,21952000000,world,1.0,-0.5,4.9,-0.169950192066,0.686380921078,0.686378399864,0.169949567805
22048000000,194,22048000000,world,1.0,-0.5,4.9,-0.139622818282,0.693186342348,0.693183796137,0.139622305419
22144000000,195,22144000000,world,1.0,-0.5,4.9,-0.113410977512,0.697954000477,0.697951436754,0.113410560931
22256000000,196,22256000000,world,1.0,-0.5,4.9,-0.0826296419451,0.702263610672,0.702261031119,0.08262933843
22352000000,197,22352000000,world,1.0,-0.5,4.9,-0.0561163082313,0.704877859315,0.704875270159,0.0561161021049
22448000000,198,22448000000,world,1.0,-0.5,4.9,-0.029523313091,0.706491479486,0.706488884403,0.029523204646
22544000000,199,22544000000,world,1.0,-0.5,4.9,-0.00288840733135,0.707102180527,0.7070995832,0.00288839672166
22656000000,200,22656000000,world,1.0,-0.5,4.9,0.0237505987452,0.7067090955,0.706706499617,-0.0237505115046
22752000000,201,22752000000,world,1.0,-0.5,4.9,0.0547841729997,0.70498264588,0.704980056338,-0.0547839717666
22848000000,202,22848000000,world,1.0,-0.5,4.9,0.0813023996195,0.70241850518,0.702415925057,-0.0813021009796
22944000000,203,22944000000,world,1.0,-0.5,4.9,0.107705211214,0.69885722725,0.698854660209,-0.107704815591
23056000000,204,23056000000,world,1.0,-0.5,4.9,0.138312627857,0.693448955279,0.693446408104,-0.138312119808
23152000000,205,23152000000,world,1.0,-0.5,4.9,0.164337086013,0.687746434933,0.687743908704,-0.16433648237
23248000000,206,23248000000,world,1.0,-0.5,4.9,0.185847485713,0.682248157679,0.682245651646,-0.185846803059
23344000000,207,23344000000,world,1.0,-0.5,4.9,0.215649522276,0.673421948072,0.673419474459,-0.215648730152
23456000000,208,23456000000,world,1.0,-0.5,4.9,0.240864658423,0.66482031627,0.664817874253,-0.24086377368
23552000000,209,23552000000,world,1.0,-0.5,4.9,0.26984767399,0.653593198744,0.653590797967,-0.269846682786
23648000000,210,23648000000,world,1.0,-0.5,4.9,0.290233843413,0.644799311988,0.644796943512,-0.290232777327
23744000000,211,23744000000,world,1.0,-0.5,4.9,0.318289337049,0.631421994013,0.631419674675,-0.318288167909
23856000000,212,23856000000,world,1.0,-0.5,4.9,0.34572985761,0.616824693215,0.616822427495,-0.345728587676
23952000000,213,23952000000,world,1.0,-0.5,4.9,0.368720612275,0.603363030593,0.603360814321,-0.368719257891
24048000000,214,24048000000,world,1.0,-0.5,4.9,0.391187939599,0.589044847626,0.589042683947,-0.391186502688
24144000000,215,24144000000,world,1.0,-0.5,4.9,0.41309994548,0.573890470078,0.573888362065,-0.413098428082
24256000000,216,24256000000,world,1.0,-0.5,4.9,0.437920635236,0.555182270824,0.555180231529,-0.437919026667
24352000000,217,24352000000,world,1.0,-0.5,4.9,0.458523847557,0.538291480356,0.538289503105,-0.458522163308
24448000000,218,24448000000,world,1.0,-0.5,4.9,0.478476149922,0.520636543626,0.520634631224,-0.478474392384
24544000000,219,24544000000,world,1.0,-0.5,4.9,0.497749218498,0.502242523177,0.502240678341,-0.497747390166
24656000000,220,24656000000,world,1.0,-0.5,4.9,0.519339543952,0.479883605357,0.47988184265,-0.519337636315
24752000000,221,24752000000,world,1.0,-0.5,4.9,0.537048420953,0.459979162739,0.459977473145,-0.537046448268
24848000000,222,24848000000,world,1.0,-0.5,4.9,0.551224478159,0.442892098915,0.442890472084,-0.551222453402
24944000000,223,24944000000,world,1.0,-0.5,4.9,0.567517231748,0.42181278818,0.421811238778,-0.567515147144
25056000000,224,25056000000,world,1.0,-0.5,4.9,0.587983860567,0.392780875699,0.392779432937,-0.587981700786
25152000000,225,25152000000,world,1.0,-0.5,4.9,0.602362803453,0.370352385735,0.370351025357,-0.602360590854
25248000000,226,25248000000,world,1.0,-0.5,4.9,0.613692884084,0.35125899366,0.351257703416,-0.613690629868
25344000000,227,25344000000,world,1.0,-0.5,4.9,0.628536189749,0.323950759806,0.32394956987,-0.628533881011
25456000000,228,25456000000,world,1.0,-0.5,4.9,0.642165088308,0.296016614332,0.296015527004,-0.642162729509
